Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,lotName,wafer_id,dieSize,Real,Center,Donut,Edge-Loc,Edge-Ring,Loc,Near-full,Random,Scratch
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025291287000000003,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot455,25,1109,Center,0.0863109156489372,0.00224122614599764,0.00457273749634624,5.46210867469199e-05,0.9058840870857242,1.8020196876023002e-05,0.00015274544421117802,0.000765637552831322
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025296166,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot455,15,1109,Center,0.9999759197235112,2.55178065344808e-07,8.04323008196661e-06,1.82130634129862e-07,1.4339564586407502e-05,5.18907441460215e-08,8.488569278597421e-07,3.42739042480389e-07
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025323473,73,47,127,3.0,2.0,0.55,8,1600,10,0.7,lot455,3,1109,Center,0.999458134174347,2.2613205601373903e-06,2.4378421585424803e-05,4.73979071102804e-07,0.0005038516828790308,2.59023295257066e-07,5.10388235852588e-06,5.48217713003396e-06
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025329897,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot455,22,1109,Center,0.345285564661026,0.000634584808722138,0.0023731500841677198,0.00011495011131046299,0.649709224700928,4.11357614211738e-05,0.000377948919776827,0.00146343931555748
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.02534386,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot455,23,1109,Center,0.995644211769104,0.000182029310963117,0.00113435729872435,7.58533933549188e-05,0.00246273679658771,3.03156302834395e-05,0.000286523107206449,0.000184006130439229
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025358675,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot455,6,1109,Center,0.999485015869141,2.1840283807250695e-05,0.000194891210412607,6.7697865233640195e-06,0.000246595736825839,2.4749358544795503e-06,2.99823441309854e-05,1.2370643162285001e-05
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.02537677,73,47,127,3.0,2.0,0.55,8,1600,10,0.7,lot455,6,1109,Center,0.998986065387726,1.2749721463478599e-05,3.034494875464589e-05,3.5355974432604895e-06,0.000928320863749832,1.22847723105224e-06,2.71523913397687e-05,1.0618396117934e-05
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025380257000000003,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot455,9,1109,Center,0.999352753162384,8.83073153090663e-06,0.000278298830380663,4.6579748413933e-06,0.00031872079125605496,1.45476371926634e-06,2.37856056628516e-05,1.15595230454346e-05
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.02538863,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot455,24,1109,Center,0.9995892643928532,1.30709040604415e-05,5.608202627627181e-05,2.7965620574832403e-06,0.000320056453347206,9.61718114922405e-07,1.35818345370353e-05,4.1269499888585415e-06
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025393554,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot456,6,904,Center,0.999490141868591,4.36499749412178e-06,0.000277833954896778,9.08157289813971e-06,0.000163735807291232,1.22281392123114e-06,5.17020089318976e-05,1.88913111287548e-06
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025403833,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,21,904,Center,0.999899744987488,1.91345793609798e-06,3.37012788804714e-05,2.11119277082616e-06,5.39366301381961e-05,3.80510613240403e-07,6.879011834826089e-06,1.34805884499656e-06
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025416401,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,22,904,Center,0.763206660747528,0.0010805196361616304,0.0221550576388836,0.0002642044855747371,0.205959603190422,9.18167061172426e-05,0.0006042743334546692,0.0066379145719111
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025418078,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,25,904,Center,0.9998766183853148,6.5124345383083e-07,7.05534375811112e-06,1.32683538822675e-07,0.00011352517321938702,4.1956010221611e-08,1.10601422420586e-06,9.90423018265574e-07
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025421745,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot456,4,904,Center,0.9999954700469972,1.0212117018682e-07,1.64470566232922e-06,5.405500047572792e-08,2.30530645239924e-06,6.56987220182259e-09,3.665609256131569e-07,3.43993846740887e-08
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025436472,73,47,127,3.0,2.0,0.55,8,1600,10,0.7,lot456,5,904,Center,0.999999284744263,2.56952912280894e-08,3.66764112413875e-07,3.1123882138217596e-08,2.68283002924363e-07,1.943303074014581e-09,9.828617919538367e-08,1.10450848467281e-08
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025441305,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,16,904,Center,0.96971982717514,6.4102750911843e-05,0.0156866833567619,5.8905388868879507e-05,0.0141497030854225,1.49178958963603e-05,0.000254674145253375,5.10890422447119e-05
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025442821,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot456,18,904,Center,0.998771846294403,1.2278606845939097e-05,0.000917983590625226,1.93483374459902e-05,0.000221974871237762,3.55509337168769e-06,4.69646838610061e-05,5.97054804529762e-06
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025476433,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,11,904,Center,0.999978065490723,6.25267261966656e-07,7.713163540756799e-06,3.66337530977035e-07,1.14156582640135e-05,6.272018993058739e-08,1.46506363307708e-06,3.21487306109702e-07
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025502944,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,12,904,Center,0.99997889995575,1.64211201081343e-07,1.03467448298034e-06,3.03715559368811e-08,1.95374577742768e-05,7.824229264485892e-09,2.4469520099046397e-07,1.15155408764167e-07
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025504326,73,47,127,3.0,2.0,0.55,8,1600,10,0.7,lot456,7,904,Center,0.999978065490723,1.09011367044332e-07,1.96664295799565e-05,6.91663728957792e-07,4.3846782205037e-07,1.9201506162858105e-08,9.34013655751187e-07,6.19634761278576e-08
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025510775,73,47,127,3.0,2.0,0.55,8,1600,10,0.7,lot456,8,904,Center,0.9996945858001708,3.59938871952181e-06,0.00020616632536985,2.1045918401796398e-05,3.37201454385649e-05,1.06242396213929e-06,3.75821509805974e-05,2.1828773242305e-06
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025525706,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot456,21,904,Center,0.999836802482605,1.6849691064635402e-06,1.27400535347988e-05,6.90131059855048e-07,0.000143437180668116,1.4180226060034302e-07,3.01586101159046e-06,1.49073423472146e-06
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025535644,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,17,904,Center,0.9260772466659548,9.59547542151995e-05,0.000405400263844058,8.79931303643389e-06,0.0726552307605743,3.85661996915587e-06,5.0469647248974104e-05,0.0007030601846054201
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.02554327,73,47,127,3.0,2.0,0.55,8,1600,10,0.7,lot456,21,904,Center,0.9936164617538448,5.88178554608021e-05,0.0016989412251859901,1.4062725313124201e-05,0.00443123048171401,8.116169738059401e-06,7.84995645517483e-05,9.378293179906899e-05
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025546357,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,6,904,Center,1.0,2.4829263645109703e-10,1.55833888015877e-08,1.71246197777641e-10,1.90261317811746e-08,2.0998485936174505e-11,2.16102225003567e-09,2.983293057035041e-10
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.02556378,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,9,904,Center,0.999993443489075,8.741051971128402e-08,2.46806803261279e-06,1.0396801286560699e-07,3.40203837367881e-06,8.4868965188889e-09,2.846527706878989e-07,6.2180262716538e-08
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025566969,73,47,127,3.0,2.0,0.55,8,1600,10,0.7,lot456,17,904,Center,0.9999971389770508,2.45378881658098e-08,1.35654750010872e-06,8.417043950714742e-09,1.3706794561585399e-06,2.23002660781901e-09,9.76435714505897e-08,3.04735436884585e-08
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025575778,73,47,127,3.0,2.0,0.55,8,1600,10,0.7,lot456,25,904,Center,0.9999153614044192,3.72101425227811e-08,6.11314021625731e-07,3.103553636307769e-09,8.39114363770932e-05,1.43915768191505e-09,8.56932231840801e-08,6.2724275551318e-08
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025580429,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,14,904,Center,0.9999980926513672,2.2199804661227102e-08,4.50789798378537e-07,1.4309997631301e-08,1.34764627546247e-06,1.68860070370869e-09,8.07335709396284e-08,1.5141839782018e-08
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025593861,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,25,904,Center,1.0,4.725508873093528e-10,2.31672032668939e-08,6.43018027712827e-10,1.95227727317615e-08,3.54436167915306e-11,3.69672958910883e-09,2.81614398467411e-10
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025607372000000003,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,6,904,Center,0.999997735023499,1.0285302387558199e-08,1.48430260082932e-07,2.01761585216786e-09,2.07720881917339e-06,5.02018426828954e-10,3.33585319367558e-08,6.166707589017049e-09
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025617700000000004,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,18,904,Center,0.999999284744263,5.65330893209648e-09,9.6557201345604e-08,4.43906023050999e-09,5.15013198310044e-07,5.10606057435581e-10,2.75547229477979e-08,6.04277206051052e-09
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025627489,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot456,25,904,Center,0.9998856782913208,7.52069524878607e-07,7.226845627883448e-05,6.55949179417803e-07,3.59791301889345e-05,1.26056264093677e-07,3.7972461086610603e-06,7.58773012421443e-07
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025633591,73,47,127,3.0,2.0,0.55,8,1600,10,0.7,lot456,1,904,Center,0.102235548198223,0.000641303311567754,0.00938092265278101,0.000207416102057323,0.8860428333282471,4.98451809107792e-05,0.000568736752029508,0.000873369397595525
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025640184,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,14,904,Center,0.8815079927444459,0.000153993314597756,0.109731674194336,0.0002632386458572,0.00742445373907685,5.1193557737860795e-05,0.000491723709274083,0.000375766365323216
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025654496,73,47,127,3.0,2.0,0.55,8,1600,10,0.7,lot456,8,904,Center,0.888340592384338,0.000632721348665655,0.0813356786966324,0.00414717569947243,0.0158073659986258,0.000448507693363354,0.00832428969442844,0.0009637181647121912
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025654959,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,10,904,Center,0.995128393173218,8.609571523265909e-05,0.00131607463117689,5.24388742633164e-05,0.00292609189637005,3.12784177367575e-05,0.000149831743328832,0.00030974735273048303
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025660158,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot456,8,904,Center,0.987724959850311,0.000150638486957178,0.00285269576124847,4.34338107879739e-05,0.00874518789350987,2.2016682123648897e-05,0.000191847590031102,0.000269265088718385
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025676003,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,15,904,Center,0.999953031539917,3.1569840075462697e-07,1.4418097634916199e-05,4.4377168251230614e-07,3.012559136550411e-05,5.4381345648835096e-08,9.017139745992607e-07,6.48825846383261e-07
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025677401,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,17,904,Center,0.99994957447052,1.7509310623609096e-07,7.861495419092541e-07,2.9370866627687104e-08,4.919053753837941e-05,3.79306364095555e-09,1.70057461446049e-07,4.6434980305321e-08
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025694674,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,3,904,Center,0.9999986886978148,1.43781866412951e-08,5.69517396797892e-07,5.86869441931981e-09,6.792525937271422e-07,7.1586137018187e-10,3.91345373884633e-08,1.3404192422683503e-08
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025712157000000003,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,6,904,Center,0.996369242668152,3.7690988392569104e-05,0.00173819588962942,1.3945519640401502e-05,0.00173745257779956,4.34422736361739e-06,5.15725769218989e-05,4.75413835374638e-05
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.02575679,73,47,127,3.0,2.0,0.55,8,1600,10,0.7,lot456,20,904,Center,0.0440674424171448,0.0006533953128382558,0.251577436923981,0.000388056883821264,0.69960880279541,7.284943421836941e-05,0.0009688130812719461,0.0026632291264832
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.02577239,73,47,127,3.0,2.0,0.55,8,1600,10,0.7,lot456,4,904,Center,0.999933004379272,4.4649743813352003e-07,5.46879127796274e-05,6.18767501237016e-07,8.573830200475639e-06,7.44233332738986e-08,2.17523415813048e-06,3.3887525319187304e-07
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025802706,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,10,904,Center,0.999995827674866,1.72266449993685e-08,3.58153670276806e-07,1.02466106710608e-08,3.67604820894485e-06,1.37950217915517e-09,8.17584648871161e-08,1.54369477201044e-08
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025803646,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,16,904,Center,0.993138492107391,3.23011445289012e-05,0.000144374062074348,2.76763762485643e-06,0.006616125814616679,1.5305029137380199e-06,2.6030327717308e-05,3.83561782655306e-05
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025825448,73,47,127,3.0,2.0,0.55,8,1600,10,0.7,lot456,2,904,Center,0.999999523162842,3.0877715939681105e-09,5.25988781419073e-08,1.0297172003959101e-09,4.6056524638515797e-07,1.59235180596795e-10,9.699500758131312e-09,3.11052938961609e-09
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.0258398,73,47,127,3.0,2.0,0.55,8,1600,10,0.7,lot456,3,904,Center,0.933635950088501,9.62281847023405e-05,0.0315114967525005,7.7755146776326e-05,0.0331976227462292,2.8261074476176893e-05,0.0006017400301061572,0.000850899028591812
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025842473,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,4,904,Center,0.9987727999687191,1.14110689537483e-05,0.000212719838600606,2.39151609093824e-06,0.000961805519182235,1.3492813195625798e-06,2.0923456759192104e-05,1.65524015756091e-05
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025869601,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,17,904,Center,0.999999165534973,2.8905131621570507e-09,1.67632165926079e-07,2.7665350010863697e-09,6.42938800865522e-07,2.3999410792008296e-10,2.1658413729142e-08,3.5226810357613704e-09
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025904522000000003,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot456,18,904,Center,0.996444165706635,1.6735944541324001e-07,2.37877429754008e-06,1.26215073947833e-08,0.0035520719829946795,3.27429883206776e-09,1.14995614808322e-07,1.11399174329563e-06
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025912987,73,47,127,3.0,2.0,0.55,8,1600,10,0.7,lot456,19,904,Center,0.9996192455291752,1.10086803033482e-05,7.07146755303256e-05,5.2070895435463205e-06,0.000268232106463984,1.26512850329163e-06,1.80112328962423e-05,6.296716492215641e-06
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025913105,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot456,1,904,Center,0.999370396137238,8.01683199824765e-06,8.762060315348209e-05,2.28884891839698e-06,0.000511523627210408,7.48485774693108e-07,1.24720518215327e-05,6.90440583639429e-06
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025934832,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,2,904,Center,0.997800767421722,6.51114823995158e-05,0.00036680386983789504,1.95826105482411e-05,0.00145204062573612,1.34487054310739e-05,0.00013259871047921498,0.00014970492338761698
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025943281,30,30,200,2.0,2.0,0.75,8,2400,8,0.8,lot456,6,904,Center,0.999998331069946,8.61767812665448e-09,1.1636196006747902e-07,1.6319227080785502e-09,1.4792169622523896e-06,5.140305958661882e-10,2.41700757186436e-08,8.22921197851656e-09
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025956145,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,8,904,Center,0.99996292591095,8.176696724149221e-07,6.72415535518667e-06,3.32365885924446e-07,2.67883642663946e-05,7.84610705295563e-08,1.8687483134272e-06,4.19962418618525e-07
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.02597216,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,9,904,Center,0.999575436115265,4.28594830736984e-06,0.000246863666689023,3.02173043564835e-06,0.00015230079588946,7.12918620138225e-07,1.20686081572785e-05,5.30461693415418e-06
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.025990883,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,15,904,Center,0.92738938331604,0.00024825063883327,0.000788330507930368,3.28186724800617e-05,0.06917662173509599,2.1832924176123894e-05,0.000199227666598745,0.0021434859372675397
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026004201,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,15,904,Center,0.999639987945557,3.4620161386556e-06,1.26925933727762e-05,5.2476445944194e-07,0.000337438978021964,2.034262251982e-07,3.65433083970856e-06,1.97178474081738e-06
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026026534,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,11,904,Center,0.999808013439178,1.0183018730458598e-06,1.74405267898692e-05,2.42465347355392e-07,0.00016841702745296102,9.27071397427426e-08,1.37177221404272e-06,3.4034449072351e-06
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026085351,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot456,22,904,Center,0.999999284744263,2.0689755686476002e-08,3.10993584662356e-07,2.1435340613607e-08,2.47819713194986e-07,1.492459378305e-09,6.96840345426608e-08,6.1710232479583704e-09
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026113882,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot456,23,1376,Center,0.997600376605988,7.69763209973462e-05,0.0010763073805719599,7.565451960545029e-05,0.000810887722764164,2.9011340302531604e-05,0.00025614790502004304,7.46679434087127e-05
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026134911,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot460,16,1442,Center,1.0,4.32431607882977e-12,1.51018399174863e-11,2.47648066333331e-13,8.72897576442711e-09,1.6676222035216802e-14,4.8878453368095305e-12,1.19651879550153e-12
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026140096,24,28,200,2.0,2.0,0.75,8,2400,8,0.8,lot460,3,1442,Center,0.999999284744263,8.73871464079912e-09,3.6544694381746e-08,1.19241649887414e-09,7.2448227683708e-07,2.74682693257589e-10,1.19885035232414e-08,2.8051483358382298e-09
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.02615243,59,34,110,3.0,2.0,0.55,8,1600,8,0.7,lot460,13,1442,Center,0.999988198280334,1.35902467945925e-07,2.02453270503611e-06,5.982752782074388e-08,9.129353202297349e-06,1.6613977749102603e-08,3.2430168062092e-07,2.2539450128533602e-07
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026177829,24,28,200,2.0,2.0,0.75,8,2400,8,0.8,lot460,12,1442,Center,0.99999988079071,1.3880462335080802e-09,3.8483793929344796e-08,3.15739823175676e-10,9.125428590550652e-08,8.3733617262105e-11,5.895504084918461e-09,1.04914199550166e-09
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026182312000000003,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot460,6,1442,Center,0.99999988079071,1.38615452449642e-09,1.4492602673499296e-08,1.1393667953552001e-10,1.74521758822266e-07,3.78362549624534e-11,2.82468759493781e-09,1.1496886775930195e-09
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026218012,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot460,20,1442,Center,0.999634623527527,1.9308021848019104e-10,5.24888521535871e-10,3.67748583321448e-12,0.00036541890585795,5.850209639640672e-13,2.83641526932499e-10,4.9666614571064504e-11
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026225689,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot460,10,1442,Center,0.9999918937683108,1.9031746845144e-08,8.37413693943745e-08,2.54815168965195e-09,7.968307727423959e-06,6.542297259493068e-10,3.55250726613576e-08,1.47562158048231e-08
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026254931,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot460,6,1442,Center,0.9999954700469972,4.93186611549845e-08,9.964719538402278e-07,5.3301171476505307e-08,3.3029739370249402e-06,4.39917524630573e-09,1.6863384644238998e-07,1.96697627075082e-08
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026294639,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot461,8,1466,Center,0.0281565263867378,0.0744543373584747,0.0789096653461456,0.0108066955581307,0.785415530204773,0.0022297699470073,0.009480304084718227,0.010547211393714
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026321483,87,63,125,3.0,4.0,0.55,8,832,9,0.7,lot461,10,1485,Center,0.00617459695786238,0.00157668651081622,0.00209083501249552,0.000692672736477107,0.40020543336868303,3.04992918245262e-05,0.588252723217011,0.000976582989096642
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026332576,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot461,17,1485,Center,0.995686173439026,5.61126580578275e-05,0.00048214534763246796,1.6559037248953198e-05,0.0036523900926113103,5.48557227375568e-06,7.41535914130509e-05,2.69575502898078e-05
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026343051,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot461,25,1485,Center,0.999993085861206,8.739077017594351e-09,5.2829091146122715e-06,1.12433706789261e-08,1.4961105989641501e-06,1.01466723911869e-09,2.8512475935826802e-08,9.71210525335664e-08
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026347164,54,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot461,7,1485,Center,0.999643683433533,2.62075127466233e-06,0.00030658073956146804,7.221985924843469e-06,3.02030493912753e-05,5.26473286299733e-07,6.988316272327209e-06,2.21664276978117e-06
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026354016,24,28,200,2.0,2.0,0.75,8,2400,8,0.8,lot464,21,953,Center,0.187724590301514,0.000425068341428414,0.000383525912184268,1.48425415318343e-05,0.8107575774192809,3.82216694561066e-06,6.21140425209887e-05,0.000628447567578405
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026357419,24,28,200,2.0,2.0,0.75,8,2400,8,0.8,lot466,7,1187,Center,1.0,7.813142494095259e-11,1.6537812230765805e-09,3.66963716358359e-11,1.02047978955966e-08,2.155235625384e-12,3.07946695921046e-10,2.24461338405035e-10
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026368922000000003,73,47,127,3.0,2.0,0.55,8,1600,10,0.7,lot467,9,562,Center,0.9980085492134092,1.97926001419546e-05,0.00149225688073784,0.000104415572423022,0.00024629459949210297,1.07876630863757e-05,8.996550604933871e-05,2.7941388907493102e-05
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026375867,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot468,8,562,Center,0.43252196907997104,0.0009410913917236027,0.0018435921519994695,0.000191095503396355,0.559060335159302,8.857499051373448e-05,0.000741888186894357,0.00461144465953112
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026384215,24,28,200,2.0,2.0,0.75,8,2400,8,0.8,lot469,24,562,Center,0.9432807564735408,0.000141722208354622,0.00207444769330323,3.81994213967118e-05,0.0469660721719265,2.3093478375813e-05,0.000213410865399055,0.00726232491433621
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026391196,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot471,19,562,Center,0.9999744892120358,2.3398028758947505e-07,8.78587525221519e-06,1.1044332381970901e-07,1.51766353155836e-05,4.38488640952528e-08,8.991099775812469e-07,1.7923062500813105e-07
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026404944,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot472,7,1060,Center,0.9999874830245972,6.74307756298731e-08,5.73384977542446e-06,3.91172321201339e-08,6.10994084127015e-06,1.09932321024075e-08,2.9256284506118396e-07,2.4739975401644203e-07
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026405469,24,28,200,2.0,2.0,0.75,8,2400,8,0.8,lot472,25,1060,Center,0.999812543392181,1.32650427531189e-06,0.000147519240272231,9.514934049548172e-07,3.23999629472382e-05,1.6934103541643695e-07,3.33576667799207e-06,1.72895306604914e-06
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.02641526,24,28,200,2.0,2.0,0.75,8,2400,8,0.8,lot472,1,1060,Center,0.9855954647064208,8.83241009432823e-05,0.00138222763780504,1.28840483739623e-05,0.0124882981181145,5.61120486963773e-06,3.88758926419541e-05,0.000388247659429908
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026425048,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot473,9,1060,Center,0.978839695453644,0.000162970492965542,0.0013403235934674699,3.9808652218198404e-05,0.0192857384681702,1.3441079317999499e-05,0.000197740067960694,0.000120274344226345
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026434409,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot473,13,1060,Center,0.99999988079071,3.84080017790112e-10,1.76696097753393e-08,6.40173677957101e-11,7.91794363408371e-08,1.74827565618818e-11,1.7408604557900307e-09,3.24421906006123e-10
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026459979,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot473,1,1060,Center,0.999994516372681,1.3597158954326e-08,2.59826128967688e-06,4.22639123698332e-09,2.8478684725996602e-06,8.23861534549053e-10,4.53848052472949e-08,1.90276967515501e-08
pass,X1-1,X2-2,X3-1,X4-2,X5-1,0.026469118,68,66,125,3.0,2.0,0.55,8,1600,10,0.7,lot473,1,1060,Center,0.976572453975677,0.000353884388459846,0.0146821662783623,0.000173343680216931,0.0069164307788014395,9.15674099815078e-05,0.0004951655282638969,0.000714962254278362
